Language;Original;Gloss;Translation;Type;Remarks;Source;Citekey;Page;Exno;AddSourceInfo;Predicate;SbjPrs;SbjNbr;SbjGen;SbjCase;RPrs;RNbr;RGen;RCase;TPrs;TNbr;TGen;TCase
Mansi (Northern);Am tawe mōjt-əl mōjt-i-lum. ;I he.ACC tale-INSTR tell-PRS-SG.1SG;I tell him a tale.;SCSA;;(Skribnik 2001, 228) via Bíró-Sipőcz (2017: 46);BíróSipőcz2017;46;15c;;tell;1;SG;;;3;SG;;ACC;3;SG;;INS
Molalla;q-tap-ha-ʔs-k  ;NSG.O-hear-PSF-PRES-1.S;I hear you (pl.);Transitive;S.175!;Pharris (2006: 138);Pharris2006;138;256;(XIII:202);hear;1;SG;;;/;/;/;/;2;PL;;
Molalla;n-pay-m-aq-Ø;1SG.O-kill-CIS-POT-3.S;he ought to have killed me;Transitive;;Pharris (2006: 138);Pharris2006;138;258;(Notes to IX:4:20);kill;3;SG;;;/;/;/;/;1;SG;;
Molalla;Ø-yi-ʔs-t  ;3SG.O-give-PRES-3.S;she gives him;Transitive;;Pharris (2006: 138);Pharris2006;138;259;(Notes to XXI:5:12);give;3;SG;;;3;SG;;;/;/;/;/
Molalla;m-ay-q-ik;2SG.O-give-POT-1.S;I (female) can give you;Transitive;;Pharris (2006: 138);Pharris2006;138;260;(XXI:177);give;1;SG;F;;2;SG;;;/;/;/;/
Molalla;m-s-yi-sla-ik;2SG.O-MASC-give-FUT-1.S;I (male) will give it to you;SCSA;;Pharris (2006: 138);Pharris2006;138;261;(VI:194);give;1;SG;M;;2;SG;;;3;SG;;
Molalla;m-law-ha-ʔs-k  ;2SG.O-see-PSF-PRES-1.S;I see you;Transitive;;Pharris (2006: 141);Pharris2006;141;274;(III:212);see;1;SG;;;/;/;/;/;2;SG;;
Molalla;hi-ni-s-ik;NTS-give-D.IPV-1.S ;it was given to me;Recipient passive;The verb ‘to give’, {yi}, has a suppletive non-topical subject form /hi-ni/:;Pharris (2006: 141);Pharris2006;141;276;(XIV:2:20);give;;;;;1;SG;;;3;SG;;
Molalla;n-pay-sla-m-i;1SG.O-kill-FUT-CIS-3.S;she will kill me;Transitive;;Pharris (2006: 141);Pharris2006;141;277;(XIII:40);kill;3;SG;;;/;/;/;/;1;SG;;
Molalla;Ø-łe:-s-i hayks pale:s-a kasu:li_;3SG.O-take.hold-D.IPV-3.S then skunk-ACC wolf;Then Wolf took hold of Skunk.;Transitive;;Pharris (2006: 175);Pharris2006;175;340;(VI:124);take hold of sth.;3;SG;;NOM;/;/;/;/;3;SG;;ACC
Molalla;n-i-tmulm-łqa-ʔs-m-a  ;1SG.O-LM-think-APPL-PRES-CIS-2.S;you are thinking about me;Transitive;;Pharris (2006: 189);Pharris2006;189;350;(Notes to III (Part 1):4:13);think;2;SG;;;/;/;/;/;1;SG;;
Molalla;m-i-tpałkl-ha-?s-yamk  ;2SG.O-LM-fear-PSF-PRES-1PL.S;we are afraid of you;Transitive;;Pharris (2006: 189);Pharris2006;189;351;(XVII:56);be afraid of sb.;1;PL;;;/;/;/;/;2;SG;;
Molalla;m-i-k-wawy-i-ʔ-t  ;2SG.O-LM-FEM-leave-Vs-D.PFV-3.S;she left you;Transitive;;Pharris (2006: 189);Pharris2006;189;352;(Notes to II (Part 2):1:7);leave;3;SG;;;/;/;/;/;2;SG;;
Molalla;q-i-nu-ʔs-k  ;NSG.O-LM-bite-PRES-1.S;I bite them;Transitive;;Pharris (2006: 189);Pharris2006;189;353;(Notes to XXIII:1:14);bite;1;SG;;;/;/;/;/;3;PL;;
Molalla;q-i:w-walaʔya-s-i tam-ap witsp-a  ;NSG.O-LM-arrive-D.IPV-3.S many-LOC person-LOC;He came to many people.;Transitive;object agreement indexes goal;Pharris (2006: 189);Pharris2006;189;354;(XVI:130);come;3;SG;;;/;/;/;/;3;PL;;LOC
Molalla;haqe:s_ Ø-mitu:sa-s-i Ø-ʔi-s-i wicp-a q-p’a-wi-ik;grizzly 3SG.O-respond-D.IPV-3.S 3SG.O-say-D.IPV-3.S person-ACC IDF.O-eat-HAB-1.S;Grizzly answered, “I always eat people.”;Transitive;;Pharris (2006: 197);Pharris2006;197;385;(XI:27);eat;1;SG;;;/;/;/;/;3;SG;;ACC
Molalla;ke:taʔt_ Ø-pya-ʔ-t  ;weasel 3SG.O-kill-D.PFV-3.S;Weasel killed him.;Transitive;nominative case is characterized by the absence of overt case marking. It is mostly used for subjects;Pharris (2006: 197);Pharris2006;197;386;(XVII:83);kill;3;SG;;NOM;/;/;/;/;3;SG;;
Molalla;hayks nuhiŋk Ø-s-yi-:-qy-i taʔhu naŋłiay_  ;then altogether 3SG.O-MASC-give-HAB-PL.S-3.S now woman;Then now they would give him a woman.;SCSA;nominative also used for secondary objects;Pharris (2006: 198);Pharris2006;198;390;(E-I:23);give;3;PL;;;3;SG;M;;3;SG;;NOM
Molalla;hayks Ø-tu:-lpki-s-i haqe:s-a  ;then 3SG.O-travel-meet-D.IPV-3.S grizzly-ACC;Then he met Grizzly.;Transitive;;Pharris (2006: 198);Pharris2006;198;393;(IV:3);meet;3;SG;;;/;/;/;/;3;SG;;ACC
Molalla;hayks hinsm-a Ø -tpayʔ-s-i  ;then pigeon-ACC 3SG.O-send-D.IPV-3.S;Then he sent Pigeon.;Transitive;;Pharris (2006: 199);Pharris2006;199;394;(XIX:64);send;3;SG;;;/;/;/;/;3;SG;;ACC
Molalla;ha:ʔł Ø-s-i:f-fin-ki-pi-ptyi-:wi-i wa:s-a   ;moon 3SG.O-MASC-glob.obj.-throw-on.ground-DSTB-back-HAB-3.S sun-ACC;Moon always threw Sun.;Transitive;;Pharris (2006: 199);Pharris2006;199;395;(V:5);throw;3;SG;;NOM;/;/;/;/;3;SG;M;ACC
Molalla;hayks tawint Ø-ʔi-s-i askana-a amak fayat-ni-Ø-ik;then wildcat 3SG.O-say-D.IPV-3.S raccoon-ACC HORT.PTC sneak-along-PRES.IMP-1.S;Then Wildcat said to Raccoon, “Let me sneak up.”;SCSA;;Pharris (2006: 199);Pharris2006;199;396;(XX:200);say;3;SG;;NOM;3;SG;;ACC;;;;direct speech
Molalla;q-s-yi-sla-ik pulqan-s ya:y-ʔtk-a nuay naŋiłay-a ni:nik=hiŋk    ;NSG.O-MASC-give-FUT-1.S wear.shoes-NZ man-PL-ACC and woman-ACC likewise=EMPH ;I’ll give shoes to the men, and likewise to the women.;SCSA;;Pharris (2006: 199);Pharris2006;199;397;(N-III:18);give;1;SG;;;3;PL;M;ACC;3;PL;;NOM
Molalla;Ø-łe:-c-k pin-ump ;3SG.O-get-R.PFV-1.S 3SG-LOC;I got it from him.;;With a verb of obtaining, the locative case can indicate the source of the thing obtained:;Pharris (2006: 205);Pharris2006;205;431;(Notes to III (Part 2):11:19);get;1;SG;;;;;;;3;SG;;
Molalla;q-s-yi-s-ya:n-i haqe:s-a ne:wit-i haqe:s=yahu q-yi-s-ya:n-i pis-ay yaʔ-ya:qti ki-yk-ni-qy-i;NSG.O-MASC-give-D.IPV-PL.S-3.S grizzly-ACC meat-ALL grizzly=for.their.part NSG.O-give-D.IPV-PL.S-3.S camas-ALL DSTB-neighboring stay-SS.CTPR-LM-PL.S-3.S;They were giving some meat to the grizzlies. The grizzlies, who were staying nearby, in turn gave them camas.;SCSA;;Pharris (2006: 210);Pharris2006;210;452;(VII:22-23);give;3;PL;;;3;PL;M;ACC;3;SG;;ALL
Molalla;hayks Ø-ʔi-sla-i naŋans Ø-luya-ʔs-k n-s-yi-sla-m-i;then 3SG.O-say-FUT-3.S so.much 3SG.O-want-PRES-1.S 1SG.O-MASC-give-FUT-CIS-3.S;Then he will say, “I want him to give me so much.”;SCSA;;Pharris (2006: 243);Pharris2006;243;586;(E-I:16);give;3;SG;;;1;SG;M;;3;SG;;NOM
Molalla;taʔhu m-s-yi-ptyi-c-k  ;now 2SG.O-MASC-give-back-R.PFV-1.S  ;Now I’ve given them back to you.;SCSA;;Pharris (2006: 268);Pharris2006;268;686;(XVI:122);give;1;SG;;;2;SG;M;;3;PL;;
Molalla;n-s-yi-Ø-m ankuyans m-s-tisti-kha-sla-ik;1SG.O-MASC-give-PRES.IMP-CIS or.else 2SG.O-MASC-w/fist-hit-FUT-1.S  ;Give it to me or else I’ll hit you.;SCSA;;Pharris (2006: 277);Pharris2006;277;713;(Notes to XXII:5:1) via;give (imperative);;;;;1;SG;M;;3;SG;;
Molalla;n-s-yi-Ø-m qunuyans uq-n-s qunu ne:wit ;1SG.O-MASC-give-PRES.IMP-CIS either drink-along-NZ or meat ;Give me meat or water.;SCSA;;Pharris (2006: 277);Pharris2006;277;715;(Notes to XXII:5:2);give (imperative);;;;;1;SG;M;;3;SG;;NOM
Molalla;m-s-yi-c-k im-s m-lawiła-yk-ik wi:s;2SG.O-MASC-give-R.PFV-1.S 2SG-ACC 2SG.O-love-SS.CTPR-1.S because;I give it to you because I like you.;SCSA;Pharris (2006: 305);Pharris (2006: 279);Pharris2006;279;723;(Notes to XIII:8:2);give;1;SG;;;2;SG;M;ACC;3;SG;;
Molalla;ina λ̶if-ik pin-s=qans;1SG strong-1.S 3SG-ACC=as.much.as  ;I am as stout as he.;Transitive;;Pharris (2006: 280);Pharris2006;280;733;(Notes to E-I:2:11);be;1;SG;;NOM;/;/;;/;3;SG;;ACC
Molalla;ni:p n-tape:n-pipti-s-m-Ø in-s;3SG 1SG.O-buy-repeatedly-R.IPV-CIS-3.S 1SG-ACC;He bought it from me.;SCSA;;Pharris (2006: 314);Pharris2006;314;867;(Notes to I (Part 1):11:21);buy;3;SG;;NOM;1;SG;;ACC;3;SG;;
Molalla;Ø-ʔi-s-i taʔhu m-s-yi-ptyi-ʔs-k tu:ns_;3SG.O-say-D.IPV-3.S now 2SG.O-MASC-give-back-PRES-1.S eye;He said, “I’'m giving you back your eyes now.”;SCSA;;Pharris (2006: 315);Pharris2006;315;869;(XVI:118);give;1;SG;;;2;SG;M;;3;PL;;NOM
Movima;kɑy<ɑ:>ɬe n-i'ko jɑynɑ;give<DR> obl-PRO.pl DSC;I'll give them to you now.;SCSA;DIR/INV distinction sensitive to A and R, not A and T;Haude (2006: 276);Haude2006;276;82a;{EA, In between 131};give;1;SG;;;2;SG;;;3;PL;;OBL
Movima;ulkwɑń iɬ kɑyɬe:-kɑy n-ɑ'ko ;PRO.2SG 1 give-INV obl.PRO.n;You gave me this.;SCSA;NOM.OBL;Haude (2006: 276);Haude2006;276;82b;{EA, Solopaye 002};give;2;SG;;;1;SG;;NOM;3;SG;;OBL
Movima;inɬɑ jemɑ' ew-nɑ--us;PRO.1SG also grasp-DR--m.a;I held him, too.;Transitive;;Haude (2006: 276);Haude2006;276;83a;{EA, Aros 041};hold;1;SG;;;/;/;/;/;3;SG;;
Movima;jɑynɑ muy-ɑ-kwɑ=y'ɬi--kisne,;DSC shut-DR-BR.mouth=1PL--f.a.OBV;Then we closed her mouth.;Transitive;;Haude (2006: 279);Haude2006;279;91;{EA, Muriendo 032};close;1;PL;;;/;/;/;/;3;SG;;
Movima;teń<kɑ>poj-kɑy-a=y'ɬi--kɑs;frighten<MLT>-INV-LV=1PL--n.a.OBV;It frightened us.;Transitive;;Haude (2006: 279);Haude2006;279;94;{DM, Dawjes 005};frighten;3;SG;;;/;/;/;/;1;PL;;
Movima;che jɑɬe jɑynɑ lɑḿ-kɑy-a=sne--kɑs;and then DSC bite-INV-LV=f.a--n.a.OBV;And then I bit her.;Transitive;;Haude (2006: 279);Haude2006;279;95;{EA, Lagartija 020};bite;1;SG;;;/;/;/;/;3;SG;;
Movima;pɑ-choɬ-nɑ=y'ɬi--kɑs;perceive-BR.between-DR=1PL--n.a.OBV;We watched it.;Transitive;;Haude (2006: 329);Haude2006;329;32;;watch;1;PL;;;/;/;/;/;3;SG;;
Movima;yo’-nɑ=us os rulrul;catch-DR=m.a ART.n.p jaguar;He caught the jaguar.;Transitive;;Haude (2006: 329);Haude2006;329;33;{EA 7, 161};catch;3;SG;;;/;/;/;/;3;SG;;NOM
Movima;kɑy<ɑ>ɬe=us--kɑs n-os ney charke;give<DR>=m.a--n.aOBV obl-ART.n.p here dried_meat;He gave it that dried meat [that had fallen down].;SCSA;;Haude (2006: 329);Haude2006;329;34a;{JM, Perro II 051};give;3;SG;;;3;SG;;;3;SG;;OBL
Movima;bu'ni kɑyɬe-kɑy-ɑ=n no-kos polɑ:tɑ;perhaps give-INV-LV=2 obl-ART.n.a money;Perhaps [he] will give you the money.;SCSA;;Haude (2006: 329);Haude2006;329;34b;{EA, Cbba 205};give;3;SG;;;2;SG;;;3;SG;;OBL
Movima;kɑyɬe-ń n-ɑs sɑwi:pɑ, jɑnkwɑ=us;give:CO-IMP.INV obl-ART.n machete say=m.a;Give me the machete!, he said.;SCSA;;Haude (2006: 356);Haude2006;356;161;{EG, Sicurí 056};give (imperative);;;;;1;SG;;;3;SG;;OBL
Movima;jɑy' jɑ:mi-kwɑ-ń, mɑjni ni-kis oy-bɑlde di' to:mi;go.IMP fetch_water-BEN-IMP.INV my_child obl-ART.pl.a two-bucket REL water;Go, my child, and fetch two buckets of water for me!;SCSA;;Haude (2006: 356);Haude2006;356;162;{EA, Tomina' 097};fetch;;;;;1;SG;;;3;PL;;OBL
Movima;kɑyɬe-ń n-is kɑnɑ=u ;give.APPL-INV.IMP obl-ART.pl food=m;Give me his food! [so that I could feed him];SCSA;;Haude (2006: 356);Haude2006;356;163a;;give (imperative);;;;;1;SG;;;3;SG;;OBL
Movima;kɑyɬe-do' n-is kɑnɑ=u ;give.APPL-INV.IMP obl-ART.pl food=m;Give me his food! [so that I could feed him];SCSA;;Haude (2006: 356);Haude2006;356;163b;{JM 17, 134e};give (imperative);;;;;1;SG;;;3;SG;;OBL
Movima;kɑyɬe:-kɑy--isne is lɑwɑ:jes;give-INV-f.a ART.pl remedy;She gave me a remedy.;NCSA;;Haude (2006: 404);Haude2006;404;162;{DM, Fracaso 026};give;3;SG;;;1;SG;;;3;SG;;NOM
Nez Perce;Haama-pim hi-nees-wewkuny-e’ny-Ø-e ha-haacwal-na lawtiwaa. ;man-ERG 3SUBJ-O.PL-meet-µ-P-REM.PAST PL-boy-OBJ friend.NOM ;The man met the boys’ friend. ;Transitive;;Deal (2013a: 392) Possessor Rasing;Deal2013;392 Possessor Rasing;2;;meet;3;SG;;ERG;/;/;/;/;3;SG;;ACC
Nez Perce;Ciq’aamqal-nim pee-tw’ehke’yk-se-Ø picpic-ne. ;dog-ERG 3/3-chase-IMPERF-PRES cat-OBJ;The dog is chasing the cat.;Transitive;;Deal (2013a: 396) Possessor Rasing;Deal2013;396 Possessor Rasing;5b;;chase;3;SG;;ERG;/;/;/;/;3;SG;;ACC
Nez Perce;pro ’e-cewcew-tee’nix (’ip-ne).;pro 3OBJ-call-HAB.PRES.PL 3SG-OBJ;We call him/her.;Transitive;;Deal (2013a: 396) Possessor Rasing;Deal2013;396 Possessor Rasing;6b;;call;1;PL;;;/;/;/;/;3;SG;;ACC
Nez Perce;pro ’e-nees-cewcew-tee’nix (’imuu-ne).;pro 3OBJ-O.PL-call-HAB.PRES.PL 3PL-OBJ;We call them.;Transitive;;Deal (2013a: 396) Possessor Rasing;Deal2013;396 Possessor Rasing;6c;;call;1;PL;;;/;/;/;/;3;PL;;ACC
Nez Perce;’aayat-onm(agent) pe-’eny-Ø-e tam’aamiin(theme) haacwal-a(goal).;woman-ERG 3/3-give-P-REM.PAST cake.NOM boy-OBJ;The lady gave the boy cake.;SCSA;;Deal (2013a: 396) Possessor Rasing;Deal2013;396 Possessor Rasing;7a;;give;3;SG;;ERG;3;SG;;ACC;3;SG;;NOM
Nez Perce;’aayat-onm(agent) pe-’eny-Ø-e haacwal-a(goal) tam’aamiin(theme). ;woman-ERG 3/3-give-P-REM.PAST boy-OBJ cake.NOM;The lady gave the boy cake.;SCSA;;Deal (2013a: 396) Possessor Rasing;Deal2013;396 Possessor Rasing;7b;;give;3;SG;;ERG;3;SG;;ACC;3;SG;;NOM
Nez Perce;pro(agent) ’e-nees-pex̂wi-Ø-ye nukt(theme) ’imuu-ne(source).;pro 3OBJ-O.PL-steal-P-REM.PAST meat.NOM 3PL-OBJ;I stole meat from them.;SCSA;;(Aoki 1994:530) via Deal (2013a: 396) Possessor Raising;Deal2013;396 Possessor Raising;8;;steal;1;SG;;;3;PL;;ACC;3;SG;;NOM
Nez Perce;Weet pro(agent) ’e-tkuytuu’-Ø-ye Angel-ne(goal) poxpok’ala(theme)?;Y.N pro 3OBJ-throw-P-REM.PAST Angel-OBJ ball.NOM;Did you throw Angel the ball?;SCSA;;Deal (2013a: 396) Possessor Raising;Deal2013;396 Possessor Raising;9;;throw;2;SG;;;3;SG;;ACC;3;SG;;NOM
Nez Perce;Pinooc-nim(i) pee-kiwyek-Ø-e Elwit’et-ne(j) [’ip-nim(i/j) hipt].;Pinooc-ERG 3/3-feed-P-REM.PAST Elwit’et-OBJ 3SG-GEN food.NOM;Pinooc(i) fed Elwit’et(j) her(i)/his(j) food.;SCSA;;Deal (2013a: 397) Possessor Raising;Deal2013;397 Possessor Raising;10a;;feed;3;SG;;ERG;3;SG;;ACC;3;SG;;NOM
Nez Perce;Pinooc-nim(i) pee-kiwyek-Ø-e ’ip-ne(*i/*j) [Elwit’et-nim(j) hipt].;Pinooc-ERG 3/3-feed-P-REM.PAST 3SG-OBJ Elwit’et-GEN food.NOM;Pinooc(i) fed him/her/it(*i/*j) Elwit’et(j)’s food.;SCSA;;Deal (2013a: 397) Possessor Raising;Deal2013;397 Possessor Raising;10b;;feed;3;SG;;ERG;3;SG;;ACC;3;SG;;NOM
Nez Perce;pro ’ew-’nii-se-Ø Tatlo-na Angel-nim taaqmaaɬ.;pro 3OBJ-give-IMPERF-PRES Tatlo-OBJ Angel-GEN hat.NOM;I’m giving Tatlo Angel’s hat.;SCSA;;Deal (2013a: 400) Posessor Raising;Deal2013;400 Posessor Raising;20a;;give;1;SG;;;3;SG;;ACC;3;SG;;NOM
Nez Perce;pro ’e-ex-ney’-se-∅ tewliki-ne saq’is;pro 3OBJ-see-µ-IMPERF-PRES tree-OBJ shadow.NOM;I see the tree's shadow.;Transitive;;Deal (2013b: 18) External Possession and Possessor Raising;Deal2013b;18 External Possession and Possessor Raising;62;;see;1;SG;;;/;/;/;/;3;SG;;NOM
Nlaka’pamux;n̓téne he nsínciˀ;I.gave.him DIR my-younger-brother;I gave it to my younger brother;SCSA;;Thompson and Thompson (1980: 32);ThompsonThompson1980;32;31;;give;1;SG;;;3;SG;;;3;SG;;NOM
Nlaka’pamux;n̓téne tə qʷúˀ;I.gave.him OBL water;I gave him some water.;SCSA;;Thompson and Thompson (1980: 32);ThompsonThompson1980;32;32;;give;1;SG;;;3;SG;;;3;SG;;OBL
Nlaka’pamux;n̓céms tə qʷúˀ;he.gave.me OBL water;He gave me some water.;SCSA;;Thompson and Thompson (1980: 32);ThompsonThompson1980;32;33;;give;3;SG;;;1;SG;;;3;SG;;OBL
Nlaka’pamux;n̓cís tə qʷúˀ;he.gave.you OBL water;He gave you some water.;SCSA;;Thompson and Thompson (1980: 32);ThompsonThompson1980;32;34;;give;3;SG;;;2;;;;3;SG;;OBL
Nlaka’pamux;n̓tés e sínciˀs tə qʷúˀ;he.gave.him DIR younger.brother OBL water;He gave his younger brother some water.;SCSA;;Thompson and Thompson (1980: 32);ThompsonThompson1980;32;35;;give;3;SG;;;3;SG;;;3;SG;;OBL
Nlaka’pamux;wíktxʷ e smúłec;you.see.her DIR woman;you see the woman;Transitive;;Thompson and Thompson (1980: 32);ThompsonThompson1980;32;38;;see;2;SG;;;/;/;/;/;3;SG;;NOM
Selkup;qumi-tɨ-t qoškɔɔl mannɨmpɨ-ptä-ntɨ-t-qo apsɨ-sä mi-sa-p ;man-3SGPX-PL badly look-ACT-3SGPX-PL-TRL food-INSTR give-PST-1SG.O;Because those people looked bad, I gave them some food.;SCSA;theme is instrumental, no ACC marking for recipient?;Kuznetsova (1980: 251) via Wagner-Nagy and Szeverényi (2013: 34);Wagner-NagySzeverényi2013;34;20;;give;1;SG;;;3;PL;;;3;SG;;INS
Selkup;šıp mi-ŋa qopɨ-sä;1SG.ACC give-CO.3SG fur.coat-INSTR;(S)he gave me a fur coat;SCSA;no agreement with ACC recipients;Kuznetsova (1980: 385) via Wagner-Nagy and Szeverényi (2013: 34);Wagner-NagySzeverényi2013;34;21;;give;3;SG;;;1;SG;;ACC;3;SG;;INS
Selkup;mäkkä qopɨ-m mi-ŋɨ-tɨ;1SG.LAT fur.coat-ACC give-CO.3SG.O;(S)he gave me a fur coat;ICIA;recipient = LAT & theme = ACC, object agreement with direct object (theme);Kuznetsova (1980: 386) via Wagner-Nagy and Szeverényi (2013: 34);Wagner-NagySzeverényi2013;34;22;;give;3;SG;;;1;SG;;LAT;3;SG;;ACC
Squamish;s-s-mn-sát-ši-t-m t kʷəci snəxʷíλ ˀəsqəeq́ʷúˀ t kʷəλi sλánayˀ mə́nˀ-s kʷəci siˀámˀ.;NM-3SG.POSS-then-give-RDR-TR-PASS OBL ART canoe together OBL ART girl daughter-3.POSS ART chief;Then he was given a canoe together with the girl, the daughter of the chief.;Recipient passive;;Kuipers (1967: 233) via Kiyosawa (2006: 50);Kiyosawa2006;50;46;;give;;;;;3;SG;;;3;SG;;OBL
Squamish;mi-ši-t-c-ka kʷi stáqʷ!;come-RDR-TR-1.SG.OBJ-IMP DET water;Bring me some water!;NCSA;;Kuipers (1967: 257) via Kiyosawa (2006: 50);Kiyosawa2006;50;47;;bring (imperative);;;;;1;SG;;;3;SG;;NOM
Tsimshian (Coast);/ARCHIE ʔin=t kʲíːn-u ta hóːn/;(name) Top.A=3A give-1SG.Pos Obl fish;Archie gave me fish, it was Archie who gave me fish.;SCSA;Alternates with ICIA for different predicates (see also Gitksan), Sasama (2001: 40, 267?);Sasama (2001: 40);Sasama2001;40;7;;give;3;SG;;;1;SG;;;3;SG;;OBL
Tsimshian (Coast);/k̓ʲilám-u hóːn ta=s DICK/;give-1SG.A fish Obl=CN (name);I gave a fish to Dick.;ICIA;;Sasama (2001: 60);Sasama2001;60;86;;give;1;SG;;;3;SG;;OBL;3;SG;;ABS
Tsimshian (Coast);/k̓ʲilám-u táːla ta=s KERRI/ ;give-1SG.A=CN money Obl=CN (name);I give money to Kerri.;ICIA;;Sasama (2001: 93);Sasama2001;93;243;;give;1;SG;;;3;SG;;OBL;3;SG;;ABS
Tsimshian (Coast);/ʔata=n pax-kʲíːn-t ta k̓ɯ́zːl-ta nə-sə-cam-màːj-u/ ;and=1SG.A up-give-3Pos Obl one-Att Pos-make-jam-berry-1SG.Pos;And I gave them a jar of my jam.;SCSA;;Sasama (2001: 267);Sasama2001;267;323;;give;1;SG;;;3;PL;;;3;SG;;OBL
Tukang Besi;No-hu'u-aku.;3R-give-1SG.OBJ;They gave me (something).;SCSA;;Donohue (1999: 102);Donohue1999;102;86;;give;3;PL;;;1;SG;;;3;SG;;
Tukang Besi;No-kahu-aku te doe te kene-su.;3R-send-1SG.OBJ CORE money CORE friend-1SG.POSS;My friend sent me some money.;SCSA;;Donohue (1999: 103);Donohue1999;103;89;;send;3;SG;;CORE;1;SG;;;3;SG;;CORE
Tukang Besi;No-kahu-'e na doe te kene-su i iaku.;3R-send-3OBJ NOM money CORE friend-1SG.POSS OBL 1SG;My friend sent some money to me.;ICIA;;Donohue (1999: 103);Donohue1999;103;90;;send;3;SG;;CORE;1;SG;;OBL;3;SG;;NOM
Tundra Nenets;tʹuku° nʹenecʹə-n°h mənʹ° kniga-m mʹiqŋa-d°m ;this person-DAT I book-ACC give-1SG;I gave the book to this man.;ICIA;Alternates with ICIA;Nikolaeva (2014: 236);Nikolaeva2014;236;28a;;give;1;SG;;;3;SG;;DAT;3;SG;;ACC
Tundra Nenets;tʹuku° nʹenecʹə-m kniga-xəna mʹiqŋa-w°;this person-ACC book-LOC give-1SG > SG.OBJ;I provided this man with the book.;SCSA;;Nikolaeva (2014: 236);Nikolaeva2014;236;28b;;provide;1;SG;;;3;SG;;ACC;3;SG;;LOC
Tundra Nenets;Wera-n°h xalʹa-m ŋəw°la°;Wera-DAT fish-ACC feed;He fed the fish to Wera.;ICIA;;Nikolaeva (2014: 236);Nikolaeva2014;236;29a;;feed;3;SG;;;3;SG;;DAT;3;SG;;ACC
Tundra Nenets;Wera-m xalʹa-xəna ŋəw°la°-da;Wera-ACC fish-LOC feed-3SG > SG.OBJ;He fed Wera with fish.;SCSA;;Nikolaeva (2014: 236);Nikolaeva2014;236;29b;;feed;3;SG;;;3;SG;;ACC;3;SG;;LOC
Tundra Nenets;nʹar°yana ŋolʹepʹa-m xarəd° yadə-n°q mas°ə-da;red paint-ACC house wall-DAT smear-3SG > SG.OBJ;He smeared red paint onto the house wall. ;ICIA;;Nikolaeva (2014: 236);Nikolaeva2014;236;30a;;smear;3;SG;;;3;SG;;ACC;3;SG;;DAT
Tundra Nenets;xarəd° yad°-m nʹar°yana ŋolʹepʹa-x°na mas°ə-da;house wall-ACC red paint-LOC smear-3SG > SG.OBJ;He painted the house wall with red paint.;SCSA;;Nikolaeva (2014: 236);Nikolaeva2014;236;30b;;paint;3;SG;;;3;SG;;LOC;3;SG;;ACC
Wari’;To' na-em.;hit 3s:rp/p-2s;He hit you.;Transitive;;Everett and Kern (1997: 118);EverettKern1997;118;180a;;hit;3;SG;;;/;/;/;/;2;SG;;
Wari’;Mi' ra-m con hwam Hatem.;give 2s:rf-3sf prep:3sm fish f:name;Give Hatem the fish.;SCSA;;Everett and Kern (1997: 119);EverettKern1997;119;182;;give (imperative);;;;;3;SG;;NOM;3;SG;;PP
Yup’ik (Central);Angute-m neqa ner-aa.;man-REL.SG fish.ABS.SG eat-IND.3SG.SBJ.3SG.OBJ;The man is eating the fish.;Transitive;;Miyaoka (2010: 531);Miyaoka2010;531;4a;;eat;3;SG;;REL;/;/;/;/;3;SG;;ABS
Yup’ik (Central);Cikir-ai arna-m akuta-mek angute-t.;give-IND.3SG.SBJ.3PL.OBJ woman-REL.SG ice.cream-ABM.SG man-ABS.PL;The woman gave the men ice cream.;SCSA;;Miyaoka (2010: 535);Miyaoka2010;535;8;;give;3;SG;;REL;3;PL;;ABS;3;SG;;ABM
Yup’ik (Central);Tun-aa arna-m akutaq angut-nun.;give-IND.3SG.SBJ.3SG.OBJ woman-REL.SG ice.cream.ABS.SG man-ALL.PL;The woman gave/sold the ice-cream to the men.;ICIA;;Miyaoka (2010: 535);Miyaoka2010;535;10;;give;3;SG;;REL;3;PL;;ALL;3;SG;;ABS
Alutor;əlləɣ-a ∅-ina-jəl-i ɣəmək-əŋ ɣəttə;father-ERG 3SG.SBJ-1SG.OBJ-give-3SG.SBJ 1SG-DAT 2SG.ABS;Father gave you as a wife to me.;ICSA;Alternates with ICIA, agreement sensitive to person.;Melʹčuk (1988: 294–295);Melcuk1988;294–295;43;;give;3;SG;;ERG;1;SG;;DAT;2;SG;;ABS
Alutor;əlləɣ-a ∅-ina-jəl-i ɣənək-əŋ ɣəmmə;father-ERG 3SG.SBJ-1SG.OBJ-give-3SG.SBJ 2SG-DAT 1SG.ABS;Father gave me as a wife to you.;ICIA;Alternates with ICSA, agreement sensitive to person.;Melʹčuk (1988: 295);Melcuk1988;295;44;;give;3;SG;;ERG;2;SG;;DAT;1;SG;;ABS
Alutor;əlləɣ-a ∅-jəl-nina-wwi ənək-əŋ şininkina-wwi ŋavakka-wwi;father-ERG 3SG.SBJ-give-3.OBJ-PL he-DAT his-PL.ABS daughter-PL.ABS;Father gave his daughters as wives to him.;ICIA;;Melʹčuk (1988: 294);Melcuk1988;294;42;;give;3;SG;;ERG;3;SG;;DAT;3;PL;;ABS
